cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
"S8GA00180","OSSOFF, T. JONATHAN","C90016072","BEND THE ARC JEWISH ACTION INC","R","GA","00","S","DEMOCRATIC PARTY","6103.2","05-JAN-21","9425.22","S","Staff Salary and Benefits","BEND THE ARC JEWISH ACTION INC","1485503","N","F57.5081","202101059394506542","05-JAN-21","2022","",""
"S0GA00559","WARNOCK, RAPHAEL","C90016072","BEND THE ARC JEWISH ACTION INC","R","GA","00","S","DEMOCRATIC PARTY","6103.2","05-JAN-21","15528.42","S","Staff Salary and Benefits","BEND THE ARC JEWISH ACTION INC","1485503","N","F57.5082","202101059394506542","05-JAN-21","2022","",""
"S0GA00559","WARNOCK, RAPHAEL","C90016072","BEND THE ARC JEWISH ACTION INC","R","GA","00","S","DEMOCRATIC PARTY","661.02","05-JAN-21","3322.02","S","Text Messages and Phone Calls","Scale to Win","1485503","N","F57.5078","202101059394506543","05-JAN-21","2022","",""
"S0GA00559","WARNOCK, RAPHAEL","C90016072","BEND THE ARC JEWISH ACTION INC","R","GA","00","S","DEMOCRATIC PARTY","999.99","05-JAN-21","1999.98","S","Text Messages and Phone Calls","Outvote","1485503","N","F57.5080","202101059394506543","05-JAN-21","2022","",""
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","6250","","44167.94","S","Digital Advertising - Estimate","Break Something Inc.","1485099","N","VTDG0AF4R07","202101039394495404","03-JAN-21","2022","","02-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","12500","","44167.94","S","Digital Advertising - Estimate","Break Something Inc.","1485099","N","VTDG0AF4R22","202101039394495405","03-JAN-21","2022","","02-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","875","","4565479.13","S","Digital Advertising & Production - Estimate","Break Something Inc.","1484931","N","VTDG0AF4E62","202101019394494175","01-JAN-21","2022","","31-DEC-20"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","875","","4565479.13","S","Digital Advertising & Production - Estimate","Break Something Inc.","1484931","N","VTDG0AF4EC9","202101019394494176","01-JAN-21","2022","","31-DEC-20"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","175","","92962.6","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485414","N","VTDG0AF4TR0","202101049394504296","04-JAN-21","2022","","03-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","875","","92962.6","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485414","N","VTDG0AF4TK0","202101049394504294","04-JAN-21","2022","","03-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","875","","92962.6","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485414","N","VTDG0AF4TN6","202101049394504295","04-JAN-21","2022","","03-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","875","","92962.6","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485414","N","VTDG0AF4TT6","202101049394504297","04-JAN-21","2022","","03-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","1662.5","","92962.6","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485414","N","VTDG0AF4TH4","202101049394504293","04-JAN-21","2022","","03-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","44332.16","","92962.6","S","Telephone Calls - Estimate","ONYX Communications LLC","1485414","N","VTDG0AF4TG7","202101049394504298","04-JAN-21","2022","","03-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","18750","","18750","S","Digital Advertising - Estimate","Break Something Inc.","1484986","N","VTDG0AF4GS6","202101029394494784","02-JAN-21","2022","","01-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","316.25","","44167.94","S","Digital Production - Estimate","76 Words","1485099","N","VTDG0AF4R64","202101039394495402","03-JAN-21","2022","","02-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","525","","44167.94","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485099","N","VTDG0AF4RD9","202101039394495407","03-JAN-21","2022","","02-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","875","","44167.94","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485099","N","VTDG0AF4RA6","202101039394495406","03-JAN-21","2022","","02-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","875","","44167.94","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485099","N","VTDG0AF4RF5","202101039394495408","03-JAN-21","2022","","02-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","875","","44167.94","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485099","N","VTDG0AF4RH1","202101039394495409","03-JAN-21","2022","","02-JAN-21"
"S8GA00180","Ossoff, Jonathan","C00609388","Black PAC","R","GA","00","S","DEMOCRATIC PARTY","3201.69","","44167.94","S","Digital Production - Estimate","76 Words","1485099","N","VTDG0AF4R48","202101039394495401","03-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","875","","4867287.4","S","Digital Advertising & Production - Estimate","Break Something Inc.","1484931","N","VTDG0AF4E54","202101019394494175","01-JAN-21","2022","","31-DEC-20"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","12500","","59117.94","S","Digital Advertising - Estimate","Break Something Inc.","1485099","N","VTDG0AF4R14","202101039394495404","03-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","87.5","","107737.59","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485414","N","VTDG0AF4TJ2","202101049394504293","04-JAN-21","2022","","03-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","875","","107737.59","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485414","N","VTDG0AF4TM8","202101049394504294","04-JAN-21","2022","","03-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","875","","107737.59","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485414","N","VTDG0AF4TP4","202101049394504295","04-JAN-21","2022","","03-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","875","","107737.59","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485414","N","VTDG0AF4TV3","202101049394504297","04-JAN-21","2022","","03-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","1575","","107737.59","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485414","N","VTDG0AF4TQ2","202101049394504296","04-JAN-21","2022","","03-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","44332.15","","107737.59","S","Telephone Calls - Estimate","ONYX Communications LLC","1485414","N","VTDG0AF4TE1","202101049394504298","04-JAN-21","2022","","03-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","18750","","18750","S","Digital Advertising - Estimate","Break Something Inc.","1484986","N","VTDG0AF4GR8","202101029394494784","02-JAN-21","2022","","01-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","875","","4867287.4","S","Digital Advertising & Production - Estimate","Break Something Inc.","1484931","N","VTDG0AF4E70","202101019394494176","01-JAN-21","2022","","31-DEC-20"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","12500","","59117.94","S","Digital Advertising - Estimate","Break Something Inc.","1485099","N","VTDG0AF4QY1","202101039394495403","03-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","6250","","59117.94","S","Digital Advertising - Estimate","Break Something Inc.","1485099","N","VTDG0AF4QZ9","202101039394495403","03-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","3201.69","","59117.94","S","Digital Production - Estimate","76 Words","1485099","N","VTDG0AF4R30","202101039394495401","03-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","1750","","59117.94","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485099","N","VTDG0AF4RB3","202101039394495406","03-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","1225","","59117.94","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485099","N","VTDG0AF4RC1","202101039394495407","03-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","875","","59117.94","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485099","N","VTDG0AF4RG3","202101039394495409","03-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","875","","59117.94","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485099","N","VTDG0AF4RE7","202101039394495408","03-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","875","","59117.94","S","Digital Advertising & Production - Estimate","Break Something Inc.","1485099","N","VTDG0AF4R98","202101039394495405","03-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00609388","Black PAC","O","GA","00","S","DEMOCRATIC PARTY","316.25","","59117.94","S","Digital Production - Estimate","76 Words","1485099","N","VTDG0AF4R56","202101039394495402","03-JAN-21","2022","","02-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","15432.92","02-JAN-21","814578.68","S","Facebook Advertisements","Black Voters Matter Action Fund","1498596","A1","500006716","202102049425073661","04-FEB-21","2022","1487504","02-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","13300","02-JAN-21","814578.68","S","Canvassing","Global Affiliate Solutions, LLP","1498596","A1","500005900","202102049425073664","04-FEB-21","2022","1487504","02-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","12150.29","03-JAN-21","814578.68","S","Facebook Advertisements","Black Voters Matter Action Fund","1498596","A1","500006783","202102049425073662","04-FEB-21","2022","1487504","03-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","8553.41","01-JAN-21","814578.68","S","Facebook Advertisements","Black Voters Matter Action Fund","1498596","A1","500006715","202102049425073660","04-FEB-21","2022","1487504","01-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","13300","02-JAN-21","744225.62","S","Canvassing","Global Affiliate Solutions, LLP","1487504","N","500005900","202101139398672442","13-JAN-21","2022","","02-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","19950","02-JAN-21","744225.62","S","Canvassing","Global Affiliate Solutions, LLP","1487504","N","500005898","202101139398672441","13-JAN-21","2022","","02-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","18000","03-JAN-21","814578.68","S","Texting","Resistance Labs, LLC","1498596","A1","500006776","202102049425073667","04-FEB-21","2022","1487504","03-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","65147.5","01-JAN-21","744225.62","S","Vehicle Advertising Costs","Marketing on Wheels, LLC","1487504","N","500005771","202101139398672443","13-JAN-21","2022","","01-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","68000","01-JAN-21","744225.62","S","Vehicle Advertising Costs","Sagipion Entertainment Group, LLC","1487504","N","500005769","202101139398672445","13-JAN-21","2022","","01-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","68000","01-JAN-21","814578.68","S","Vehicle Advertising Costs","Sagipion Entertainment Group, LLC","1498596","A1","500005769","202102049425073668","04-FEB-21","2022","1487504","01-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","65147.5","01-JAN-21","814578.68","S","Vehicle Advertising Costs","Marketing on Wheels, LLC","1498596","A1","500005771","202102049425073665","04-FEB-21","2022","1487504","01-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","24400","02-JAN-21","814578.68","S","Print Advertising","Atlanta Printers Couriers","1498596","A1","500005765","202102049425073658","04-FEB-21","2022","1487504","02-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","19950","02-JAN-21","814578.68","S","Canvassing","Global Affiliate Solutions, LLP","1498596","A1","500005898","202102049425073663","04-FEB-21","2022","1487504","02-JAN-21"
"S8GA00180","Ossoff, T.","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","24400","02-JAN-21","744225.62","S","Print Advertising","Atlanta Printers Couriers","1487504","N","500005765","202101139398672440","13-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","19950","02-JAN-21","744225.63","S","Canvassing","Global Affiliate Solutions, LLP","1487504","N","500005899","202101139398672441","13-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","24400","02-JAN-21","744225.63","S","Print Advertising","Atlanta Printers Couriers","1487504","N","500005766","202101139398672440","13-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","65147.5","01-JAN-21","744225.63","S","Vehicle Advertising Costs","Marketing on Wheels, LLC","1487504","N","500005772","202101139398672443","13-JAN-21","2022","","01-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","68000","01-JAN-21","744225.63","S","Vehicle Advertising Costs","Sagipion Entertainment Group, LLC","1487504","N","500005770","202101139398672445","13-JAN-21","2022","","01-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","68000","01-JAN-21","814578.68","S","Vehicle Advertising Costs","Sagipion Entertainment Group, LLC","1498596","A1","500005770","202102049425073668","04-FEB-21","2022","1487504","01-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","65147.5","01-JAN-21","814578.68","S","Vehicle Advertising Costs","Marketing on Wheels, LLC","1498596","A1","500005772","202102049425073665","04-FEB-21","2022","1487504","01-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","24400","02-JAN-21","814578.68","S","Print Advertising","Atlanta Printers Couriers","1498596","A1","500005766","202102049425073658","04-FEB-21","2022","1487504","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","19950","02-JAN-21","814578.68","S","Canvassing","Global Affiliate Solutions, LLP","1498596","A1","500005899","202102049425073663","04-FEB-21","2022","1487504","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","18000","03-JAN-21","814578.68","S","Texting","Resistance Labs, LLC","1498596","A1","500006779","202102049425073667","04-FEB-21","2022","1487504","03-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","15432.91","02-JAN-21","814578.68","S","Facebook Advertisements","Black Voters Matter Action Fund","1498596","A1","500006703","202102049425073661","04-FEB-21","2022","1487504","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","13300","02-JAN-21","814578.68","S","Canvassing","Global Affiliate Solutions, LLP","1498596","A1","500005901","202102049425073664","04-FEB-21","2022","1487504","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","13300","02-JAN-21","744225.63","S","Canvassing","Global Affiliate Solutions, LLP","1487504","N","500005901","202101139398672442","13-JAN-21","2022","","02-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","8553.41","01-JAN-21","814578.68","S","Facebook Advertisements","Black Voters Matter Action Fund","1498596","A1","500006702","202102049425073660","04-FEB-21","2022","1487504","01-JAN-21"
"S0GA00559","Warnock, Raphael","C00753277","Black Voters Matter Action PAC","O","GA","00","S","DEMOCRATIC PARTY","12150.29","03-JAN-21","814578.68","S","Facebook Advertisements","Black Voters Matter Action Fund","1498596","A1","500006704","202102049425073662","04-FEB-21","2022","1487504","03-JAN-21"
"S0GA00526","LOEFFLER, KELLY","C00680314","C3 PAC","R","GA","00","S","REPUBLICAN PARTY","5866.75","05-JAN-21","23467","S","VOTER CANVASSING","CAPCOR STRATEGIES LLC","1485653","N","SE.36115","202101059394540026","05-JAN-21","2022","","04-JAN-21"
"S8GA00180","OSSOFF, T. JONATHAN","C00680314","C3 PAC","R","GA","00","S","DEMOCRATIC PARTY","5866.75","05-JAN-21","11733.5","O","VOTER CANVASSING","CAPCOR STRATEGIES LLC","1485653","N","SE.36113","202101059394540025","05-JAN-21","2022","","04-JAN-21"
"S4GA11285","PERDUE, DAVID","C00680314","C3 PAC","R","GA","00","S","REPUBLICAN PARTY","5866.75","05-JAN-21","17600.25","S","VOTER CANVASSING","CAPCOR STRATEGIES LLC","1485653","N","SE.36114","202101059394540026","05-JAN-21","2022","","04-JAN-21"
"S0GA00559","WARNOCK, RAPHAEL","C00680314","C3 PAC","R","GA","00","S","DEMOCRATIC PARTY","5866.75","05-JAN-21","5866.75","O","VOTER CANVASSING","CAPCOR STRATEGIES LLC","1485653","N","SE.36112","202101059394540025","05-JAN-21","2022","","04-JAN-21"
"","Warnock, Raphael","C00747998","CARE IN ACTION PAC","O","GA","00","S","","88000","","241912.58","S","Staff Time & Expenses for Phone Banking","Care in Action, Inc.","1495878","A1","WFT202011231056-1","202101309418458113","30-JAN-21","2022","1484031","22-DEC-20"
"","Warnock, Raphael","C00747998","CARE IN ACTION PAC","O","GA","00","S","","153612.58","","241912.58","S","Direct Mail Services","Clash Graphics","1495878","A1","WFT202011231053-1","202101309418458113","30-JAN-21","2022","1484031","22-DEC-20"
"","Warnock, Raphael","C00747998","CARE IN ACTION PAC","O","GA","00","S","","300","","241912.58","S","Graphic Design Services","Precision Strategies","1495878","A1","WFT20210302149-1","202101309418458114","30-JAN-21","2022","1484031","21-DEC-20"
"S0GA00526","LOEFFLER, KELLY","C00487470","CLUB FOR GROWTH ACTION","R","GA","00","S","REPUBLICAN PARTY","611.86","02-JAN-21","4504687.62","S","phone, text messaging","Wiland, Inc.","1485018","N","SE.17241","202101039394495005","03-JAN-21","2022","","02-JAN-21"
"S0GA00526","LOEFFLER, KELLY","C00487470","CLUB FOR GROWTH ACTION","R","GA","00","S","REPUBLICAN PARTY","139.76","02-JAN-21","4504827.38","S","phone, text messaging (from advance line 21)","Club for Growth","1485018","N","SE.17244","202101039394495004","03-JAN-21","2022","","02-JAN-21"
"S0GA00526","LOEFFLER, KELLY","C00487470","CLUB FOR GROWTH ACTION","R","GA","00","S","REPUBLICAN PARTY","76.13","02-JAN-21","4504903.51","S","press release (from advance line 21)","Club for Growth","1485018","N","SE.17246","202101039394495004","03-JAN-21","2022","","02-JAN-21"
"S0GA00526","LOEFFLER, KELLY","C00487470","CLUB FOR GROWTH ACTION","R","GA","00","S","REPUBLICAN PARTY","1071.32","03-JAN-21","42823.14","S","bus tour staff costs (from advance line 21)","Club for Growth","1485372","N","SE.17255","202101049394503602","04-JAN-21","2022","","03-JAN-21"
